COUNTRY_ID,COUNTRY_NAME,TYPE_ID,TYPE_NAME,NUMBER,QTY,TOKEN_ID,CAMISETA,POS,FULL_NAME,FIRST_NAME,LAST_NAME,SHIRT_NAME,DOB,CLUB,HEIGHT
8,Wales,2,Away,4,22,8204,4,DF,Davies Ben,Benjamin,Thomas Davies,B Davies,24/4/1993,Tottenham Hotspur FC (ENG),181
8,Wales,2,Away,5,22,8205,5,DF,Mepham Chris,Christopher James,Mepham,Mepham,5/11/1997,Bournemouth AFC (ENG),190
8,Wales,2,Away,6,22,8206,6,DF,Rodon Joe,Joseph Peter,Rodon,Rodon,22/10/1997,Stade Rennais FC (FRA),193
8,Wales,2,Away,7,22,8207,7,MC,Allen Joe,Joseph Michael,Allen,Allen,14/3/1990,Swansea City AFC (WAL),170
8,Wales,2,Away,8,22,8208,8,MC,Wilson Harry,Harry,Wilson,Wilson,22/3/1997,Fulham FC (ENG),173
8,Wales,2,Away,9,22,8209,9,DC,Johnson Brennan,Brennan Price,Johnson,Johnson,23/5/2001,Nottingham Forest FC (ENG),179
8,Wales,2,Away,10,22,8210,10,MC,Ramsey Aaron,Aaron James,Ramsey,Ramsey,26/12/1990,OGC Nice (FRA),178
8,Wales,2,Away,11,22,8211,13,DC,Moore Kieffer,Kieffer Roberto Francisco,Moore,Moore,8/8/1992,Bournemouth AFC (ENG),196
8,Wales,2,Away,12,22,8212,14,DF,Roberts Connor,Connor Richard John,Roberts,Roberts,23/9/1995,Burnley FC (ENG),175
8,Wales,2,Away,13,22,8213,15,DF,Ampadu Ethan,Ethan Kwame Colm Raymond,Ampadu,Ampadu,14/9/2000,Spezia Calcio (ITA),183
8,Wales,2,Away,14,22,8214,20,DC,James Daniel,Daniel Owen,James,James,10/11/1997,Fulham FC (ENG),171
8,Wales,2,Away,15,22,8215,16,MC,Morrell Joe,Joseff John,Morrell,Morrell,3/1/1997,Portsmouth FC (ENG),185
8,Wales,2,Away,16,30,8216,17,DF,Lockyer Tom,Thomas Alun,Lockyer,Lockyer,3/12/1994,Luton Town FC (ENG),185
8,Wales,2,Away,17,30,8217,18,MC,Williams Jonny,Jonathan Peter,Williams,J Williams,9/10/1993,Swindon Town FC (ENG),168
8,Wales,2,Away,18,30,8218,19,DC,Harris Mark,Thomas Mark,Harris,Harris,29/12/1998,Cardiff City FC (WAL),182
8,Wales,2,Away,19,30,8219,22,MC,Thomas Sorba,Benjamin Sorba William,Thomas,Thomas,25/1/1999,Huddersfield Town FC (ENG),185
8,Wales,2,Away,20,30,8220,23,MC,Levitt Dylan,Dylan James Christopher,Levitt,Levitt,17/11/2000,Dundee United FC (SCO),180
8,Wales,2,Away,21,30,8221,24,DF,Cabango Ben,Benjamin George,Cabango,Cabango,30/5/2000,Swansea City AFC (WAL),186
8,Wales,2,Away,22,30,8222,25,DF,Colwill Rubin,Rubin James,Colwill,Colwill,27/4/2002,Cardiff City FC (WAL),169
8,Wales,2,Away,23,30,8223,26,MC,Smith Matt,Matthew Robert,Smith,Smith,22/11/1999,MK Dons FC (ENG),175
8,Wales,3,Goalkeeper,1,28,8301,1,PO,Hennessey Wayne,Wayne Robert,Hennessey,Hennessey,24/1/1987,Nottingham Forest FC (ENG),198
8,Wales,3,Goalkeeper,2,55,8302,12,PO,Ward Danny,Daniel,Ward,Ward,22/6/1993,Leicester City FC (ENG),191
8,Wales,3,Goalkeeper,3,55,8303,21,PO,Davies Adam,Adam Rhys,Davies,A Davies,17/7/1992,Sheffield United FC (ENG),185
9,Argentina,1,Home,1,5,9101,10,DC,Messi Lionel,Lionel Andres,Messi,Messi,24/6/1987,Paris Saint-Germain FC (FRA),170
9,Argentina,1,Home,2,8,9102,3,DF,Tagliafico Nicolas,Nicolás Alejandro,Tagliafico,Tagliafico,31/8/1992,Olympique Lyon (FRA),172
9,Argentina,1,Home,3,8,9103,5,MC,Paredes Leandro,Leandro Daniel,Paredes,Paredes,29/6/1994,Juventus FC (ITA),182
9,Argentina,1,Home,4,16,9104,7,MC,De Paul Rodrigo,Rodrigo Javier,De Paul,De Paul,24/5/1994,CA Atlético Madrid (ESP),180
9,Argentina,1,Home,5,16,9105,8,MC,Acuna Marcos,Marcos Javier,Acuña,Acuña,28/10/1991,Sevilla FC (ESP),172
9,Argentina,1,Home,6,16,9106,9,DC,Alvarez Julian,Julian,Alvarez,J. Alvarez,31/1/2000,Manchester City FC (ENG),170
9,Argentina,1,Home,7,16,9107,11,DC,Di Maria Angel,Angel Fabian,Di Maria,Di Maria,14/2/1988,Juventus FC (ITA),178
9,Argentina,1,Home,8,16,9108,13,DF,Romero Cristian,Cristian Gabriel,Romero,Romero,27/4/1998,Tottenham Hotspur FC (ENG),185
9,Argentina,1,Home,9,16,9109,15,DC,Gonzalez Nicolas,Nicolas Ivan,Gonzalez,N. Gonzalez,6/4/1998,ACF Fiorentina (ITA),180
9,Argentina,1,Home,10,16,9110,17,MC,Gomez Alejandro,Alejandro Dario,Gómez,Gómez,15/2/1988,Sevilla FC (ESP),167
9,Argentina,1,Home,11,16,9111,19,DF,Otamendi Nicolas,Nicolas Hernan Gonzalo,Otamendi,Otamendi,12/2/1988,SL Benfica (POR),183
9,Argentina,1,Home,12,16,9112,21,DC,Dybala Paulo,Paulo Exequiel,Dybala,Dybala,15/11/1993,AS Roma (ITA),177
9,Argentina,1,Home,13,16,9113,22,DC,Martinez Lautaro,Lautaro Javier,Martínez,L. Martínez,22/8/1997,FC Internazionale (ITA),175
9,Argentina,1,Home,14,16,9114,26,DF,Molina Nahuel,Nahuel,Molina Lucero,Molina,6/4/1998,CA Atlético Madrid (ESP),178
9,Argentina,1,Home,15,16,9115,2,DF,Foyth Juan,Juan Marcos,Foyth,Foyth,12/1/1998,Villarreal CF (ESP),188
9,Argentina,1,Home,16,22,9116,4,DF,Montiel Gonzalo,Gonzalo Ariel,Montiel,Montiel,1/1/1997,Sevilla FC (ESP),175
9,Argentina,1,Home,17,22,9117,6,DF,Pezzella German,Germán Alejo,Pezzella,Pezzella,27/6/1991,Real Betis (ESP),190
9,Argentina,1,Home,18,22,9118,14,MC,Palacios Exequiel,Exequiel Alejandro,Palacios,Palacios,5/10/1998,Bayer 04 Leverkusen (GER),177
9,Argentina,1,Home,19,22,9119,16,DC,Correa Joaquin,Carlos Joaquin,Correa,J. Correa,13/8/1994,FC Internazionale (ITA),188
9,Argentina,1,Home,20,22,9120,18,MC,Rodriguez Guido,Guido,Rodriguez,G. Rodriguez,12/4/1994,Real Betis (ESP),186
9,Argentina,1,Home,21,22,9121,20,MC,Mac Allister Alexis,Alexis,Mac Allister,Mac Allister,24/12/1998,Brighton & Hove Albion FC (ENG),176
9,Argentina,1,Home,22,22,9122,24,MC,Fernandez Enzo,Enzo Jeremías,Fernández,E. Fernández,17/1/2001,SL Benfica (POR),178
9,Argentina,1,Home,23,22,9123,25,DF,Martinez Lisandro,Lisandro,Martínez,Martínez,18/1/1998,Manchester United FC (ENG),175
9,Argentina,2,Away,1,5,9201,10,DC,Messi Lionel,Lionel Andres,Messi,Messi,24/6/1987,Paris Saint-Germain FC (FRA),170
9,Argentina,2,Away,2,11,9202,3,DF,Tagliafico Nicolas,Nicolás Alejandro,Tagliafico,Tagliafico,31/8/1992,Olympique Lyon (FRA),172
9,Argentina,2,Away,3,11,9203,5,MC,Paredes Leandro,Leandro Daniel,Paredes,Paredes,29/6/1994,Juventus FC (ITA),182
9,Argentina,2,Away,4,11,9204,7,MC,De Paul Rodrigo,Rodrigo Javier,De Paul,De Paul,24/5/1994,CA Atlético Madrid (ESP),180
9,Argentina,2,Away,5,11,9205,8,MC,Acuna Marcos,Marcos Javier,Acuña,Acuña,28/10/1991,Sevilla FC (ESP),172
9,Argentina,2,Away,6,11,9206,9,DC,Alvarez Julian,Julian,Alvarez,J. Alvarez,31/1/2000,Manchester City FC (ENG),170
9,Argentina,2,Away,7,11,9207,11,DC,Di Maria Angel,Angel Fabian,Di Maria,Di Maria,14/2/1988,Juventus FC (ITA),178
9,Argentina,2,Away,8,11,9208,13,DF,Romero Cristian,Cristian Gabriel,Romero,Romero,27/4/1998,Tottenham Hotspur FC (ENG),185
9,Argentina,2,Away,9,11,9209,15,DC,Gonzalez Nicolas,Nicolas Ivan,Gonzalez,N. Gonzalez,6/4/1998,ACF Fiorentina (ITA),180
9,Argentina,2,Away,10,11,9210,17,MC,Gomez Alejandro,Alejandro Dario,Gómez,Gómez,15/2/1988,Sevilla FC (ESP),167
9,Argentina,2,Away,11,11,9211,19,DF,Otamendi Nicolas,Nicolas Hernan Gonzalo,Otamendi,Otamendi,12/2/1988,SL Benfica (POR),183
9,Argentina,2,Away,12,11,9212,21,DC,Dybala Paulo,Paulo Exequiel,Dybala,Dybala,15/11/1993,AS Roma (ITA),177
9,Argentina,2,Away,13,11,9213,22,DC,Martinez Lautaro,Lautaro Javier,Martínez,L. Martínez,22/8/1997,FC Internazionale (ITA),175
9,Argentina,2,Away,14,11,9214,26,DF,Molina Nahuel,Nahuel,Molina Lucero,Molina,6/4/1998,CA Atlético Madrid (ESP),178
9,Argentina,2,Away,15,11,9215,2,DF,Foyth Juan,Juan Marcos,Foyth,Foyth,12/1/1998,Villarreal CF (ESP),188
9,Argentina,2,Away,16,15,9216,4,DF,Montiel Gonzalo,Gonzalo Ariel,Montiel,Montiel,1/1/1997,Sevilla FC (ESP),175
9,Argentina,2,Away,17,15,9217,6,DF,Pezzella German,Germán Alejo,Pezzella,Pezzella,27/6/1991,Real Betis (ESP),190
9,Argentina,2,Away,18,15,9218,14,MC,Palacios Exequiel,Exequiel Alejandro,Palacios,Palacios,5/10/1998,Bayer 04 Leverkusen (GER),177
9,Argentina,2,Away,19,15,9219,16,DC,Correa Joaquin,Carlos Joaquin,Correa,J. Correa,13/8/1994,FC Internazionale (ITA),188
9,Argentina,2,Away,20,15,9220,18,MC,Rodriguez Guido,Guido,Rodriguez,G. Rodriguez,12/4/1994,Real Betis (ESP),186
9,Argentina,2,Away,21,15,9221,20,MC,Mac Allister Alexis,Alexis,Mac Allister,Mac Allister,24/12/1998,Brighton & Hove Albion FC (ENG),176
9,Argentina,2,Away,22,15,9222,24,MC,Fernandez Enzo,Enzo Jeremías,Fernández,E. Fernández,17/1/2001,SL Benfica (POR),178
9,Argentina,2,Away,23,15,9223,25,DF,Martinez Lisandro,Lisandro,Martínez,Martínez,18/1/1998,Manchester United FC (ENG),175
9,Argentina,3,Goalkeeper,1,83,9301,23,PO,Martinez Emiliano,Damián Emiliano,Martínez,E. Martínez,2/9/1992,Aston Villa FC (ENG),195
9,Argentina,3,Goalkeeper,2,165,9302,1,PO,Armani Franco,Franco,Armani,Armani,16/10/1986,CA River Plate (ARG),189
9,Argentina,3,Goalkeeper,3,165,9303,12,PO,Rulli Geronimo,Geronimo,Rulli,Rulli,20/5/1992,Villarreal CF (ESP),189
10,Saudi Arabia,1,Home,1,10,10101,10,DC,Salem Aldawsari,Salem Mohammed S,Aldawsari,Salem,19/8/1991,Al Hilal SFC (KSA),172
10,Saudi Arabia,1,Home,2,22,10102,2,DF,Sultan Alghannam,Sultan Abdullah S,Alghannam,Sultan,6/5/1994,Al Nassr FC (KSA),173
10,Saudi Arabia,1,Home,3,22,10103,3,DF,Abdullah Madu,Abdullah Mohammed M,Madu,Madu,15/7/1993,Al Nassr FC (KSA),187
10,Saudi Arabia,1,Home,4,22,10104,4,DF,Abdulelah Alamri,Abdulelah Ali A,Alamri,Alamri,15/1/1997,Al Nassr FC (KSA),185
10,Saudi Arabia,1,Home,5,22,10105,5,DF,Ali Albulayhi,Ali Hadi M,Al Bulayhi,Albulayhi,21/11/1989,Al Hilal SFC (KSA),182
10,Saudi Arabia,1,Home,6,22,10106,9,DC,Feras Albrikan,Feras Tariq N,Albrikan,Feras,14/5/2000,Al Fateh SC (KSA),181
10,Saudi Arabia,1,Home,7,22,10107,12,DF,Saud Abdulhamid,Saud Abdullah S,Abdulhamid,Saud,18/7/1999,Al Hilal SFC (KSA),171
10,Saudi Arabia,1,Home,8,22,10108,13,DF,Yasser Alshahrani,Yasir Gharsan S,Alshahrani,Yasser,25/5/1992,Al Hilal SFC (KSA),171
10,Saudi Arabia,1,Home,9,22,10109,15,MC,Ali Alhassan,Ali Sadiq N,Alhassan,Alhassan,4/3/1997,Al Nassr FC (KSA),182
10,Saudi Arabia,1,Home,10,22,10110,16,MC,Sami Alnaji,Sami Khalil N,Alnaji,Sami,7/2/1997,Al Nassr FC (KSA),176
10,Saudi Arabia,1,Home,11,22,10111,18,MC,Nawaf Alabid,Nawaf Shaker F,Alabid,Nawaf,26/1/1990,Al Shabab FC (KSA),169
10,Saudi Arabia,1,Home,12,22,10112,19,DC,Hatan Bahbri,Hatan Sultan A,Bahbri,Hatan,16/7/1992,Al Shabab FC (KSA),172
10,Saudi Arabia,1,Home,13,22,10113,24,MC,Nasser Aldawsari,Nasser Essa S,Aldawsari,Nasser,19/12/1998,Al Hilal SFC (KSA),178
10,Saudi Arabia,1,Home,14,22,10114,26,MC,Riyadh Sharahili,Riyadh Mohammed M,Sharahili,Riyadh,28/4/1993,Abha Club (KSA),184
10,Saudi Arabia,1,Home,15,22,10115,6,DF,Mohammed Alburayk,Mohammed Ibrahim M,Alburayk,Alburayk,15/9/1992,Al Hilal SFC (KSA),173
10,Saudi Arabia,1,Home,16,30,10116,7,MC,Salman Alfaraj,Salman Mohammed M,Alfaraj,Salman,1/8/1989,Al Hilal SFC (KSA),180
10,Saudi Arabia,1,Home,17,30,10117,8,MC,Abdulelah Almalki,Abdulelah Saad H,Almalki,Almalki,11/10/1994,Al Hilal SFC (KSA),176
10,Saudi Arabia,1,Home,18,30,10118,11,DC,Saleh Alshehri,Saleh Khalid M,Alshehri,Saleh,1/11/1993,Al Hilal SFC (KSA),184
10,Saudi Arabia,1,Home,19,30,10119,14,MC,Abdullah Otayf,Abdullah Ibrahim Y,Otayf,Otayf,3/8/1992,Al Hilal SFC (KSA),177
10,Saudi Arabia,1,Home,20,30,10120,17,DF,Hassan Altambakti,Hassan Mohammed O,Altambakti,Altambakti,9/2/1999,Al Shabab FC (KSA),182
10,Saudi Arabia,1,Home,21,30,10121,20,DC,Abdulrahman Alobud,Abdulrahman Ali H,Alobud,Alobud,1/6/1995,Al Ittihad FC (KSA),174
10,Saudi Arabia,1,Home,22,30,10122,23,MC,Mohamed Kanno,Mohammed Ibrahim A,Kanno,Kanno,22/9/1994,Al Hilal SFC (KSA),192
10,Saudi Arabia,1,Home,23,30,10123,25,DC,Haitham Asiri,Haitham Mohammed A,Asiri,Haitham,25/3/2001,Al Ahli SC (KSA),173
10,Saudi Arabia,2,Away,1,2,10201,10,DC,Salem Aldawsari,Salem Mohammed S,Aldawsari,Salem,19/8/1991,Al Hilal SFC (KSA),172
10,Saudi Arabia,2,Away,2,5,10202,2,DF,Sultan Alghannam,Sultan Abdullah S,Alghannam,Sultan,6/5/1994,Al Nassr FC (KSA),173
10,Saudi Arabia,2,Away,3,5,10203,3,DF,Abdullah Madu,Abdullah Mohammed M,Madu,Madu,15/7/1993,Al Nassr FC (KSA),187
10,Saudi Arabia,2,Away,4,5,10204,4,DF,Abdulelah Alamri,Abdulelah Ali A,Alamri,Alamri,15/1/1997,Al Nassr FC (KSA),185
10,Saudi Arabia,2,Away,5,5,10205,5,DF,Ali Albulayhi,Ali Hadi M,Al Bulayhi,Albulayhi,21/11/1989,Al Hilal SFC (KSA),182
10,Saudi Arabia,2,Away,6,5,10206,9,DC,Feras Albrikan,Feras Tariq N,Albrikan,Feras,14/5/2000,Al Fateh SC (KSA),181
10,Saudi Arabia,2,Away,7,5,10207,12,DF,Saud Abdulhamid,Saud Abdullah S,Abdulhamid,Saud,18/7/1999,Al Hilal SFC (KSA),171
10,Saudi Arabia,2,Away,8,5,10208,13,DF,Yasser Alshahrani,Yasir Gharsan S,Alshahrani,Yasser,25/5/1992,Al Hilal SFC (KSA),171
10,Saudi Arabia,2,Away,9,5,10209,15,MC,Ali Alhassan,Ali Sadiq N,Alhassan,Alhassan,4/3/1997,Al Nassr FC (KSA),182
10,Saudi Arabia,2,Away,10,5,10210,16,MC,Sami Alnaji,Sami Khalil N,Alnaji,Sami,7/2/1997,Al Nassr FC (KSA),176
10,Saudi Arabia,2,Away,11,5,10211,18,MC,Nawaf Alabid,Nawaf Shaker F,Alabid,Nawaf,26/1/1990,Al Shabab FC (KSA),169
10,Saudi Arabia,2,Away,12,5,10212,19,DC,Hatan Bahbri,Hatan Sultan A,Bahbri,Hatan,16/7/1992,Al Shabab FC (KSA),172
10,Saudi Arabia,2,Away,13,5,10213,24,MC,Nasser Aldawsari,Nasser Essa S,Aldawsari,Nasser,19/12/1998,Al Hilal SFC (KSA),178
10,Saudi Arabia,2,Away,14,5,10214,26,MC,Riyadh Sharahili,Riyadh Mohammed M,Sharahili,Riyadh,28/4/1993,Abha Club (KSA),184
10,Saudi Arabia,2,Away,15,5,10215,6,DF,Mohammed Alburayk,Mohammed Ibrahim M,Alburayk,Alburayk,15/9/1992,Al Hilal SFC (KSA),173
10,Saudi Arabia,2,Away,16,8,10216,7,MC,Salman Alfaraj,Salman Mohammed M,Alfaraj,Salman,1/8/1989,Al Hilal SFC (KSA),180
10,Saudi Arabia,2,Away,17,8,10217,8,MC,Abdulelah Almalki,Abdulelah Saad H,Almalki,Almalki,11/10/1994,Al Hilal SFC (KSA),176
10,Saudi Arabia,2,Away,18,8,10218,11,DC,Saleh Alshehri,Saleh Khalid M,Alshehri,Saleh,1/11/1993,Al Hilal SFC (KSA),184
10,Saudi Arabia,2,Away,19,8,10219,14,MC,Abdullah Otayf,Abdullah Ibrahim Y,Otayf,Otayf,3/8/1992,Al Hilal SFC (KSA),177
10,Saudi Arabia,2,Away,20,8,10220,17,DF,Hassan Altambakti,Hassan Mohammed O,Altambakti,Altambakti,9/2/1999,Al Shabab FC (KSA),182
10,Saudi Arabia,2,Away,21,8,10221,20,DC,Abdulrahman Alobud,Abdulrahman Ali H,Alobud,Alobud,1/6/1995,Al Ittihad FC (KSA),174
10,Saudi Arabia,2,Away,22,8,10222,23,MC,Mohamed Kanno,Mohammed Ibrahim A,Kanno,Kanno,22/9/1994,Al Hilal SFC (KSA),192
10,Saudi Arabia,2,Away,23,8,10223,25,DC,Haitham Asiri,Haitham Mohammed A,Asiri,Haitham,25/3/2001,Al Ahli SC (KSA),173
10,Saudi Arabia,3,Goalkeeper,1,28,10301,21,PO,Mohammed Alowais,Mohammed Khalil I,Alowais,Alowais,10/10/1991,Al Hilal SFC (KSA),185
10,Saudi Arabia,3,Goalkeeper,2,55,10302,22,PO,Nawaf Alaqidi,Nawaf Dhahi F,Alaqidi,Alaqidi,10/5/2000,Al Nassr FC (KSA),186
10,Saudi Arabia,3,Goalkeeper,3,55,10303,1,PO,Mohammed Alyami,Mohammed Faraj S,Alyami,Alyami,14/8/1997,Al Ahli SC (KSA),190
11,Mexico,1,Home,1,2,11101,9,DC,Jimenez Raul,Raul Alonso,Jimenez Rodriguez,Raul,5/5/1991,Wolverhampton Wanderers FC (ENG),188
11,Mexico,1,Home,2,5,11102,2,DF,Araujo Nestor,Nestor Alejandro,Araujo Razo,N. Araujo,29/8/1991,Club América (MEX),187
11,Mexico,1,Home,3,5,11103,3,DF,Montes Cesar,Cesar Jasib,Montes Castro,C. Montes,24/2/1997,CF Monterrey (MEX),191
11,Mexico,1,Home,4,5,11104,4,DF,Alvarez Edson,Edson Omar,Alvarez Velazquez,E. Alvarez,24/10/1997,AFC Ajax (NED),180
11,Mexico,1,Home,5,5,11105,6,DF,Arteaga Gerardo,Gerardo Daniel,Arteaga Zamora,G. Arteaga,7/9/1998,KRC Genk (BEL),175
11,Mexico,1,Home,6,5,11106,8,MC,Rodriguez Carlos,Carlos Alberto,Rodriguez Gomez,C. Rodriguez,3/1/1997,Cruz Azul (MEX),170
11,Mexico,1,Home,7,5,11107,10,DC,Vega Alexis,Ernesto Alexis,Vega Rojas,A. Vega,25/11/1997,CD Guadalajara (MEX),175
11,Mexico,1,Home,8,5,11108,14,MC,Gutierrez Erick,Erick Gabriel,Gutierrez Galaviz,E. Gutierrez,15/6/1995,PSV Eindhoven (NED),176
11,Mexico,1,Home,9,5,11109,15,DF,Moreno Hector,Hector Alfredo,Moreno Herrera,H. Moreno,17/1/1988,CF Monterrey (MEX),182
11,Mexico,1,Home,10,5,11110,16,MC,Herrera Hector,Hector Miguel,Herrera Lopez,H. Herrera,19/4/1990,Houston Dynamo (USA),180
11,Mexico,1,Home,11,5,11111,18,MC,Guardado Andres,Jose Andres,Guardado Hernandez,A. Guardado,28/9/1986,Real Betis (ESP),167
11,Mexico,1,Home,12,5,11112,20,DC,Martin Henry,Henry Josue,Martin Mex,H. Martin,18/11/1992,Club América (MEX),180
11,Mexico,1,Home,13,5,11113,21,DC,Antuna Uriel,Carlos Uriel,Antuna Romero,U. Antuna,21/8/1997,Cruz Azul (MEX),167
11,Mexico,1,Home,14,5,11114,22,DC,Lozano Hirving,Hirving Rodrigo,Lozano Bahena,H. Lozano,30/7/1995,SSC Napoli (ITA),176
11,Mexico,1,Home,15,5,11115,5,DF,Vasquez Johan,Johan Felipe,Vasquez Ibarra,J. Vasquez,22/10/1998,US Cremonese (ITA),182
11,Mexico,1,Home,16,8,11116,7,MC,Romo Luis,Luis Francisco,Romo Barron,L. Romo,5/6/1995,CF Monterrey (MEX),183
11,Mexico,1,Home,17,8,11117,11,DC,Funes Mori Rogelio,Rogelio Gabriel,Funes Mori,R. Funes Mori,5/3/1991,CF Monterrey (MEX),186
11,Mexico,1,Home,18,8,11118,17,DC,Pineda Orbelin,Orbelin,Pineda Alvarado,O. Pineda,24/3/1996,AEK Athens (GRE),169
11,Mexico,1,Home,19,8,11119,19,DF,Sanchez Jorge,Jorge Eduardo,Sanchez Ramos,J. Sanchez,10/12/1997,AFC Ajax (NED),170
11,Mexico,1,Home,20,8,11120,23,DF,Gallardo Jesus,Jesus Daniel,Gallardo Vasconcelos,J. Gallardo,15/8/1994,CF Monterrey (MEX),174
11,Mexico,1,Home,21,8,11121,24,MC,Chavez Luis,Luis Gerardo,Chavez Magallon,L. Chavez,15/1/1996,CF Pachuca (MEX),178
11,Mexico,1,Home,22,8,11122,25,DC,Alvarado Roberto,Roberto Carlos,Alvarado Hernández,R. Alvarado,7/9/1998,CD Guadalajara (MEX),176
11,Mexico,1,Home,23,8,11123,26,DF,Alvarez Kevin,Kevin Nahin,Alvarez Campos,K. Alavrez,15/1/1999,CF Pachuca (MEX),176
11,Mexico,2,Away,1,7,11201,9,DC,Jimenez Raul,Raul Alonso,Jimenez Rodriguez,Raul,5/5/1991,Wolverhampton Wanderers FC (ENG),188
11,Mexico,2,Away,2,16,11202,2,DF,Araujo Nestor,Nestor Alejandro,Araujo Razo,N. Araujo,29/8/1991,Club América (MEX),187
11,Mexico,2,Away,3,16,11203,3,DF,Montes Cesar,Cesar Jasib,Montes Castro,C. Montes,24/2/1997,CF Monterrey (MEX),191
11,Mexico,2,Away,4,16,11204,4,DF,Alvarez Edson,Edson Omar,Alvarez Velazquez,E. Alvarez,24/10/1997,AFC Ajax (NED),180
11,Mexico,2,Away,5,16,11205,6,DF,Arteaga Gerardo,Gerardo Daniel,Arteaga Zamora,G. Arteaga,7/9/1998,KRC Genk (BEL),175
11,Mexico,2,Away,6,16,11206,8,MC,Rodriguez Carlos,Carlos Alberto,Rodriguez Gomez,C. Rodriguez,3/1/1997,Cruz Azul (MEX),170
11,Mexico,2,Away,7,16,11207,10,DC,Vega Alexis,Ernesto Alexis,Vega Rojas,A. Vega,25/11/1997,CD Guadalajara (MEX),175
11,Mexico,2,Away,8,16,11208,14,MC,Gutierrez Erick,Erick Gabriel,Gutierrez Galaviz,E. Gutierrez,15/6/1995,PSV Eindhoven (NED),176
11,Mexico,2,Away,9,16,11209,15,DF,Moreno Hector,Hector Alfredo,Moreno Herrera,H. Moreno,17/1/1988,CF Monterrey (MEX),182
11,Mexico,2,Away,10,16,11210,16,MC,Herrera Hector,Hector Miguel,Herrera Lopez,H. Herrera,19/4/1990,Houston Dynamo (USA),180
11,Mexico,2,Away,11,16,11211,18,MC,Guardado Andres,Jose Andres,Guardado Hernandez,A. Guardado,28/9/1986,Real Betis (ESP),167
11,Mexico,2,Away,12,16,11212,20,DC,Martin Henry,Henry Josue,Martin Mex,H. Martin,18/11/1992,Club América (MEX),180
11,Mexico,2,Away,13,16,11213,21,DC,Antuna Uriel,Carlos Uriel,Antuna Romero,U. Antuna,21/8/1997,Cruz Azul (MEX),167
11,Mexico,2,Away,14,16,11214,22,DC,Lozano Hirving,Hirving Rodrigo,Lozano Bahena,H. Lozano,30/7/1995,SSC Napoli (ITA),176
11,Mexico,2,Away,15,16,11215,5,DF,Vasquez Johan,Johan Felipe,Vasquez Ibarra,J. Vasquez,22/10/1998,US Cremonese (ITA),182
11,Mexico,2,Away,16,22,11216,7,MC,Romo Luis,Luis Francisco,Romo Barron,L. Romo,5/6/1995,CF Monterrey (MEX),183
11,Mexico,2,Away,17,22,11217,11,DC,Funes Mori Rogelio,Rogelio Gabriel,Funes Mori,R. Funes Mori,5/3/1991,CF Monterrey (MEX),186
11,Mexico,2,Away,18,22,11218,17,DC,Pineda Orbelin,Orbelin,Pineda Alvarado,O. Pineda,24/3/1996,AEK Athens (GRE),169
11,Mexico,2,Away,19,22,11219,19,DF,Sanchez Jorge,Jorge Eduardo,Sanchez Ramos,J. Sanchez,10/12/1997,AFC Ajax (NED),170
11,Mexico,2,Away,20,22,11220,23,DF,Gallardo Jesus,Jesus Daniel,Gallardo Vasconcelos,J. Gallardo,15/8/1994,CF Monterrey (MEX),174
11,Mexico,2,Away,21,22,11221,24,MC,Chavez Luis,Luis Gerardo,Chavez Magallon,L. Chavez,15/1/1996,CF Pachuca (MEX),178
11,Mexico,2,Away,22,22,11222,25,DC,Alvarado Roberto,Roberto Carlos,Alvarado Hernández,R. Alvarado,7/9/1998,CD Guadalajara (MEX),176
11,Mexico,2,Away,23,22,11223,26,DF,Alvarez Kevin,Kevin Nahin,Alvarez Campos,K. Alavrez,15/1/1999,CF Pachuca (MEX),176
11,Mexico,3,Goalkeeper,1,110,11301,13,PO,Ochoa Guillermo,Francisco Guillermo,Ochoa Magaña,G. Ochoa,13/7/1985,Club América (MEX),185
11,Mexico,3,Goalkeeper,2,220,11302,1,PO,Talavera Alfredo,Alfredo,Talavera Diaz,A. Talavera,18/9/1982,FC Juárez (MEX),188
11,Mexico,3,Goalkeeper,3,220,11303,12,PO,Cota Rodolfo,Rodolfo,Cota Robles,R. Cota,3/7/1987,Club León (MEX),188
12,Poland,1,Home,1,5,12101,9,DC,Lewandowski Robert,Robert,Lewandowski,Lewandowski,21/8/1988,FC Barcelona (ESP),185
12,Poland,1,Home,2,11,12102,2,DF,Cash Matty,Matthew Stuart,Cash,Cash,7/8/1997,Aston Villa FC (ENG),185
12,Poland,1,Home,3,11,12103,5,DF,Bednarek Jan,Jan Kacper,Bednarek,Bednarek,12/4/1996,Aston Villa FC (ENG),189
12,Poland,1,Home,4,11,12104,7,DC,Milik Arkadiusz,Arkadiusz Krystian,Milik,Milik,28/2/1994,Juventus FC (ITA),186
12,Poland,1,Home,5,11,12105,10,MC,Krychowiak Grzegorz,Grzegorz,Krychowiak,Krychowiak,29/1/1990,Al Shabab FC (KSA),186
12,Poland,1,Home,6,11,12106,14,DF,Kiwior Jakub,Jakub Piotr,Kiwior,Kiwior,15/2/2000,Spezia Calcio (ITA),189
12,Poland,1,Home,7,11,12107,15,DF,Glik Kamil,Kamil Jacek,Glik,Glik,3/2/1988,Benevento Calcio (ITA),190
